Income;Limit;Rating;Cards;Age;Education;Gender;Student;Married;Ethnicity;Balance
19349;4941;366;1;33;19; Male;No;Yes;Caucasian;717
134181;7838;563;2;48;13;Female;No;No;Caucasian;526
15476;2762;215;3;60;18; Male;No;No;Asian;52
20974;5673;413;5;44;16;Female;No;Yes;Caucasian;1000
63534;8100;581;2;50;17;Female;No;Yes;Caucasian;1298
36934;4270;299;1;63;9;Female;No;Yes;Caucasian;283
30622;3293;251;1;68;16; Male;Yes;No;Caucasian;532
121709;7818;584;4;50;6; Male;No;Yes;Caucasian;701
20791;2672;204;1;70;18;Female;No;No;African American;0
24919;5051;372;3;76;11;Female;No;Yes;African American;711
26.4;5640;398;3;58;15;Female;No;No;Asian;905
44158;4763;351;2;66;13;Female;No;Yes;Asian;385
41365;5303;377;1;45;14; Male;No;No;Caucasian;606
87625;7167;515;2;46;10;Female;No;No;African American;767
33694;4891;369;1;52;16; Male;Yes;No;African American;1036
115123;7760;538;3;83;14;Female;No;No;African American;661
23.35;2558;220;3;49;12;Female;Yes;No;Caucasian;419
15125;3300;266;5;66;13;Female;No;No;Caucasian;279
27512;4613;344;5;72;17; Male;No;Yes;Asian;573
10735;3746;280;2;44;17;Female;No;Yes;Caucasian;410
17.7;2860;235;4;63;16;Female;No;No;Asian;89
10735;3746;280;2;44;17;Female;No;Yes;Caucasian;410
24919;5051;372;3;76;11;Female;No;Yes;African American;711
19531;5043;376;2;64;16;Female;Yes;Yes;Asian;1241
71408;7114;512;2;87;9; Male;No;No;Asian;872
27578;2531;195;1;34;15;Female;No;Yes;Caucasian;0
23949;5343;383;2;40;18; Male;No;Yes;African American;829
25936;1774;135;2;71;14;Female;No;No;Asian;0
19782;3782;293;2;46;16;Female;Yes;No;Caucasian;840
107841;10384;728;3;87;7; Male;No;No;African American;1597
21238;3089;254;3;59;10;Female;No;No;Caucasian;108
23883;5384;398;2;73;16;Female;No;Yes;African American;802
22939;4923;355;1;47;18;Female;No;Yes;Asian;663
15602;906;103;2;36;11; Male;No;Yes;African American;0
60579;5149;388;5;38;15; Male;No;Yes;Asian;443
121834;10673;750;3;54;16; Male;No;No;African American;1573
46007;6637;491;4;42;14; Male;No;Yes;Caucasian;1046
36355;3613;278;4;35;9; Male;No;Yes;Asian;187
19225;1433;122;3;38;14;Female;No;No;Caucasian;0
107841;10384;728;3;87;7; Male;No;No;African American;1597
34.95;3327;253;3;54;14;Female;No;No;African American;50
48577;5145;389;3;71;13;Female;No;Yes;Asian;503
41192;3673;297;3;54;16;Female;No;Yes;Caucasian;121
53401;5319;377;3;35;12;Female;No;No;African American;541
37878;6827;482;2;80;13;Female;No;No;Caucasian;1129
15354;2101;171;2;65;14; Male;No;No;Asian;0
10354;3480;281;2;70;17; Male;No;Yes;Caucasian;333
115.52;9272;656;2;69;14; Male;No;No;African American;1140
32856;5884;438;4;68;13; Male;No;No;Caucasian;926
21455;5829;427;4;80;12;Female;No;Yes;African American;1018
24.05;2607;221;4;32;18; Male;No;Yes;Caucasian;0
10735;3746;280;2;44;17;Female;No;Yes;Caucasian;410
43479;4569;354;4;49;13; Male;Yes;Yes;African American;902
21011;3402;261;2;68;17; Male;No;Yes;African American;182
68713;7582;531;2;56;16; Male;Yes;No;Caucasian;1587
92386;7685;534;2;75;18;Female;No;Yes;Asian;843
10842;4391;358;5;37;10;Female;Yes;Yes;Caucasian;1216
14084;855;120;5;46;17;Female;No;Yes;African American;0
41.4;2561;215;2;36;14; Male;No;Yes;Caucasian;0
42529;4986;369;2;37;11; Male;No;Yes;Asian;489
83948;7100;503;2;44;18; Male;No;No;Caucasian;806
32793;4534;333;2;44;16; Male;No;No;African American;467
113829;9704;694;4;38;13;Female;No;Yes;Asian;1388
16482;3326;268;4;41;15; Male;No;No;Caucasian;271
37878;6827;482;2;80;13;Female;No;No;Caucasian;1129
98515;8760;633;5;78;11;Female;No;No;African American;1230
31353;1705;160;3;81;14; Male;No;Yes;Caucasian;0
42915;2532;205;4;42;13; Male;No;Yes;Asian;0
93039;7398;517;1;67;12; Male;No;Yes;African American;749
20791;2672;204;1;70;18;Female;No;No;African American;0
42471;3625;289;6;44;12;Female;Yes;No;Caucasian;654
24088;3665;287;4;56;13;Female;No;Yes;Caucasian;309
113659;7659;538;2;66;15; Male;Yes;Yes;African American;1155
35177;2117;186;3;62;16;Female;No;No;Caucasian;0
25078;3096;236;2;27;15;Female;No;Yes;Caucasian;81
121709;7818;584;4;50;6; Male;No;Yes;Caucasian;701
115123;7760;538;3;83;14;Female;No;No;African American;661
89;5759;440;3;37;6;Female;No;No;Caucasian;345
30413;3690;299;2;25;15;Female;Yes;No;Asian;728
53319;3000;235;3;53;13; Male;No;No;Asian;0
15476;2762;215;3;60;18; Male;No;No;Asian;52
36929;6257;445;1;24;14;Female;No;Yes;Asian;976
41419;2120;184;4;24;11;Female;Yes;No;Caucasian;156
89;5759;440;3;37;6;Female;No;No;Caucasian;345
28575;2959;231;2;60;11;Female;No;No;African American;0
11795;3899;300;4;25;10;Female;No;No;Caucasian;531
115.52;9272;656;2;69;14; Male;No;No;African American;1140
60449;3098;272;4;69;8; Male;No;Yes;Caucasian;0
38954;5222;370;4;76;13;Female;No;No;Caucasian;653
21786;4632;355;1;50;17; Male;No;Yes;Caucasian;580
34.95;3327;253;3;54;14;Female;No;No;African American;50
32793;4534;333;2;44;16; Male;No;No;African American;467
32793;4534;333;2;44;16; Male;No;No;African American;467
34664;5835;452;3;77;15;Female;No;Yes;African American;835
180379;9310;665;3;67;8;Female;Yes;Yes;Asian;1050
15741;4788;360;1;39;14; Male;No;Yes;Asian;689
41365;5303;377;1;45;14; Male;No;No;Caucasian;606
149316;10278;707;1;80;16; Male;No;No;African American;1107
36295;2963;241;2;68;14;Female;Yes;No;African American;375
29564;2529;192;1;30;12;Female;No;Yes;Caucasian;0
15476;2762;215;3;60;18; Male;No;No;Asian;52
34.95;3327;253;3;54;14;Female;No;No;African American;50
23989;4523;338;4;31;15; Male;No;No;Caucasian;601
27794;3807;301;4;35;8;Female;No;Yes;African American;320
12414;855;119;3;32;12; Male;No;Yes;African American;0
44061;4970;352;1;79;11; Male;No;Yes;African American;414
37878;6827;482;2;80;13;Female;No;No;Caucasian;1129
19782;3782;293;2;46;16;Female;Yes;No;Caucasian;840
15476;2762;215;3;60;18; Male;No;No;Asian;52
42529;4986;369;2;37;11; Male;No;Yes;Asian;489
41025;4229;337;3;79;19;Female;No;Yes;Caucasian;246
113772;6442;489;4;69;15; Male;Yes;Yes;Caucasian;790
46102;5180;382;3;81;12; Male;No;Yes;African American;516
36472;3806;309;2;52;13; Male;No;No;African American;188
23283;5443;407;4;49;13; Male;No;Yes;African American;912
21011;3402;261;2;68;17; Male;No;Yes;African American;182
32856;5884;438;4;68;13; Male;No;No;Caucasian;926
49927;6396;485;3;75;17;Female;No;Yes;Caucasian;890
15846;4768;365;4;53;12;Female;No;No;Caucasian;745
31861;6375;469;3;25;16;Female;No;Yes;Caucasian;1120
68713;7582;531;2;56;16; Male;Yes;No;Caucasian;1587
16304;5466;413;4;66;10; Male;No;Yes;Asian;957
25974;2308;196;2;24;10; Male;No;No;Asian;0
39705;3969;301;2;27;20; Male;No;Yes;African American;211
44158;4763;351;2;66;13;Female;No;Yes;Asian;385
34909;5289;410;2;62;16;Female;No;Yes;Caucasian;681
60579;5149;388;5;38;15; Male;No;Yes;Asian;443
49927;6396;485;3;75;17;Female;No;Yes;Caucasian;890
68206;6784;499;5;40;16;Female;Yes;No;African American;1411
16103;5390;418;4;45;10;Female;No;Yes;Caucasian;945
148924;9504;681;3;36;11;Female;No;No;Asian;964
23793;3615;263;2;70;14; Male;No;No;African American;216
16103;5390;418;4;45;10;Female;No;Yes;Caucasian;945
19782;3782;293;2;46;16;Female;Yes;No;Caucasian;840
69656;8244;579;3;41;14; Male;No;Yes;African American;1329
28474;3202;267;5;66;12; Male;No;Yes;Caucasian;132
19588;3211;265;4;59;14;Female;No;No;Asian;199
24889;3954;318;4;75;12; Male;No;Yes;Caucasian;357
60449;3098;272;4;69;8; Male;No;Yes;Caucasian;0
34.95;3327;253;3;54;14;Female;No;No;African American;50
92386;7685;534;2;75;18;Female;No;Yes;Asian;843
53401;5319;377;3;35;12;Female;No;No;African American;541
30132;2168;206;3;52;17; Male;No;No;Caucasian;0
62328;5228;377;3;83;15; Male;No;No;Caucasian;380
18036;1552;142;2;48;15;Female;No;No;Caucasian;0
13433;1134;112;3;70;14; Male;No;Yes;Caucasian;0
16529;1357;126;3;62;9; Male;No;No;Asian;0
14132;2998;251;4;75;17; Male;No;No;Caucasian;133
30111;4336;339;1;81;18; Male;No;Yes;Caucasian;347
30002;1561;155;4;70;13;Female;No;Yes;Caucasian;0
62328;5228;377;3;83;15; Male;No;No;Caucasian;380
14887;4745;339;3;58;12; Male;No;Yes;African American;724
121709;7818;584;4;50;6; Male;No;Yes;Caucasian;701
53.48;4263;317;1;83;15; Male;No;No;Caucasian;99
49.57;6384;448;1;28;9;Female;No;Yes;Asian;891
20974;5673;413;5;44;16;Female;No;Yes;Caucasian;1000
30733;2832;249;4;51;13; Male;No;No;Caucasian;0
64027;5179;398;5;48;8; Male;No;Yes;African American;411
39831;6045;459;3;32;12;Female;Yes;Yes;African American;1425
41868;4716;342;2;47;18; Male;No;No;Caucasian;425
40885;5013;379;3;46;13;Female;No;Yes;African American;549
20088;1870;180;3;76;16; Male;No;No;African American;0
36355;3613;278;4;35;9; Male;No;Yes;Asian;187
20936;3254;253;1;30;15;Female;No;No;Asian;145
98515;8760;633;5;78;11;Female;No;No;African American;1230
12581;3976;291;2;48;16; Male;No;Yes;Caucasian;474
10635;3584;294;5;69;16; Male;No;Yes;Asian;423
10735;3746;280;2;44;17;Female;No;Yes;Caucasian;410
41532;5000;353;2;50;12; Male;No;Yes;Caucasian;531
55056;3155;235;2;31;16; Male;No;Yes;African American;0
69656;8244;579;3;41;14; Male;No;Yes;African American;1329
29638;5833;433;3;29;15;Female;No;Yes;Asian;942
19225;1433;122;3;38;14;Female;No;No;Caucasian;0
53319;3000;235;3;53;13; Male;No;No;Asian;0
27369;3449;288;3;40;9;Female;No;Yes;Caucasian;162
38954;5222;370;4;76;13;Female;No;No;Caucasian;653
106025;6645;483;3;82;15;Female;Yes;Yes;Asian;903
23365;2179;167;2;75;15; Male;No;No;Asian;0
182728;13913;982;4;98;17; Male;No;Yes;Caucasian;1999
12031;3182;259;2;58;18;Female;No;Yes;Caucasian;210
46102;5180;382;3;81;12; Male;No;Yes;African American;516
18701;5524;415;5;64;7;Female;No;No;Asian;966
18951;1485;129;3;82;13;Female;No;No;Caucasian;0
36934;4270;299;1;63;9;Female;No;Yes;Caucasian;283
46102;5180;382;3;81;12; Male;No;Yes;African American;516
27847;5619;418;2;78;15;Female;No;Yes;Caucasian;822
113772;6442;489;4;69;15; Male;Yes;Yes;Caucasian;790
12068;3873;292;1;44;18;Female;No;Yes;Asian;413
45.12;3762;287;3;80;8; Male;No;Yes;Caucasian;70
17976;2433;190;3;70;16;Female;Yes;No;Caucasian;431
15125;3300;266;5;66;13;Female;No;No;Caucasian;279
19349;4941;366;1;33;19; Male;No;Yes;Caucasian;717
15.56;4307;352;4;57;8; Male;No;Yes;African American;579
49502;6819;505;4;55;14; Male;No;Yes;Caucasian;1084
13647;3461;264;4;47;14; Male;No;Yes;Caucasian;344
24314;3409;270;2;23;7;Female;No;Yes;Caucasian;194
128669;9824;685;3;67;16; Male;No;Yes;Asian;1243
25078;3096;236;2;27;15;Female;No;Yes;Caucasian;81
19531;5043;376;2;64;16;Female;Yes;Yes;Asian;1241
30012;1511;137;2;33;17; Male;No;Yes;Caucasian;0
39705;3969;301;2;27;20; Male;No;Yes;African American;211
10793;3878;321;8;29;13; Male;No;No;Caucasian;638
25936;1774;135;2;71;14;Female;No;No;Asian;0
83948;7100;503;2;44;18; Male;No;No;Caucasian;806
113772;6442;489;4;69;15; Male;Yes;Yes;Caucasian;790
12335;4471;344;3;79;12; Male;No;Yes;African American;611
17392;2748;228;3;32;14; Male;No;Yes;Caucasian;68
149316;10278;707;1;80;16; Male;No;No;African American;1107
91362;9113;626;1;47;17; Male;No;Yes;Asian;1341
19144;3291;269;2;75;13;Female;No;No;African American;148
30007;6481;462;2;69;9;Female;No;Yes;Caucasian;1093
27.47;2820;219;1;32;11;Female;No;Yes;Asian;0
12096;4100;307;3;32;13; Male;No;Yes;Caucasian;560
55056;3155;235;2;31;16; Male;No;Yes;African American;0
19588;3211;265;4;59;14;Female;No;No;Asian;199
14.09;4323;326;5;25;16;Female;No;Yes;African American;671
43.54;2906;232;4;69;11; Male;No;No;Caucasian;0
63931;5728;435;3;28;14;Female;No;Yes;African American;581
24088;3665;287;4;56;13;Female;No;Yes;Caucasian;309
15602;906;103;2;36;11; Male;No;Yes;African American;0
130209;10088;730;7;39;19;Female;No;Yes;Caucasian;1426
53566;5891;434;4;82;10;Female;No;No;Caucasian;712
113659;7659;538;2;66;15; Male;Yes;Yes;African American;1155
20918;1233;128;3;47;18;Female;Yes;Yes;Asian;16
11187;5099;380;4;69;16;Female;No;No;African American;889
123299;8376;610;2;89;17; Male;Yes;No;African American;1259
63809;7530;515;1;56;12; Male;No;Yes;Caucasian;1086
160231;10748;754;2;69;17; Male;No;No;Caucasian;1192
49502;6819;505;4;55;14; Male;No;Yes;Caucasian;1084
13433;1134;112;3;70;14; Male;No;Yes;Caucasian;0
62328;5228;377;3;83;15; Male;No;No;Caucasian;380
13444;886;121;5;44;10; Male;No;Yes;Asian;0
11795;3899;300;4;25;10;Female;No;No;Caucasian;531
37348;6378;458;1;72;17;Female;No;No;Caucasian;968
121709;7818;584;4;50;6; Male;No;Yes;Caucasian;701
93039;7398;517;1;67;12; Male;No;Yes;African American;749
69165;4668;341;2;34;11;Female;No;No;African American;156
32916;1786;154;2;60;8;Female;No;Yes;Asian;0
42357;5550;406;2;83;12;Female;No;Yes;Asian;653
34.48;6090;442;3;36;14; Male;No;No;Caucasian;962
50699;3977;304;2;84;17;Female;No;No;African American;69
125.48;10230;721;3;82;16; Male;No;Yes;Caucasian;1361
16711;5274;387;3;42;16;Female;No;Yes;Asian;863
34664;5835;452;3;77;15;Female;No;Yes;African American;835
19349;4941;366;1;33;19; Male;No;Yes;Caucasian;717
58929;6420;459;2;66;9;Female;No;Yes;African American;789
19349;4941;366;1;33;19; Male;No;Yes;Caucasian;717
82706;7506;536;2;64;13;Female;No;Yes;Asian;905
115123;7760;538;3;83;14;Female;No;No;African American;661
42529;4986;369;2;37;11; Male;No;Yes;Asian;489
31353;1705;160;3;81;14; Male;No;Yes;Caucasian;0
15354;2101;171;2;65;14; Male;No;No;Asian;0
32793;4534;333;2;44;16; Male;No;No;African American;467
20103;2631;213;3;61;10; Male;No;Yes;African American;0
12031;3182;259;2;58;18;Female;No;Yes;Caucasian;210
20089;2525;200;3;57;15;Female;No;Yes;African American;0
66989;5614;430;3;47;14;Female;No;Yes;Caucasian;482
50699;3977;304;2;84;17;Female;No;No;African American;69
29564;2529;192;1;30;12;Female;No;Yes;Caucasian;0
34509;2001;189;5;80;18;Female;No;Yes;African American;0
121834;10673;750;3;54;16; Male;No;No;African American;1573
20088;1870;180;3;76;16; Male;No;No;African American;0
41365;5303;377;1;45;14; Male;No;No;Caucasian;606
15125;3300;266;5;66;13;Female;No;No;Caucasian;279
15184;2420;192;2;69;11;Female;No;Yes;Caucasian;0
53319;3000;235;3;53;13; Male;No;No;Asian;0
180682;11966;832;2;58;8;Female;No;Yes;African American;1405
80616;5308;394;1;57;7;Female;No;Yes;Asian;204
35.61;6135;466;4;40;12; Male;No;No;Caucasian;992
36929;6257;445;1;24;14;Female;No;Yes;Asian;976
26427;5533;433;5;50;15;Female;Yes;Yes;Asian;1404
41868;4716;342;2;47;18; Male;No;No;Caucasian;425
10742;1757;156;3;57;15;Female;No;No;Caucasian;0
52179;7306;522;2;57;14; Male;No;No;Asian;1142
149316;10278;707;1;80;16; Male;No;No;African American;1107
49.57;6384;448;1;28;9;Female;No;Yes;Asian;891
41365;5303;377;1;45;14; Male;No;No;Caucasian;606
41365;5303;377;1;45;14; Male;No;No;Caucasian;606
59879;6906;527;6;78;15;Female;No;No;Caucasian;1032
55056;3155;235;2;31;16; Male;No;Yes;African American;0
27.33;6179;459;4;36;12;Female;No;Yes;Caucasian;1099
32856;5884;438;4;68;13; Male;No;No;Caucasian;926
44646;4431;320;2;49;15; Male;Yes;Yes;Caucasian;797
44646;4431;320;2;49;15; Male;Yes;Yes;Caucasian;797
51345;4327;320;3;46;15; Male;No;No;African American;230
26813;5611;411;4;55;16;Female;No;No;Caucasian;915
163329;8732;636;3;50;14; Male;No;Yes;Caucasian;529
32164;2937;223;2;79;15;Female;No;Yes;African American;0
55882;4897;357;2;68;16; Male;No;Yes;Caucasian;331
15476;2762;215;3;60;18; Male;No;No;Asian;52
30002;1561;155;4;70;13;Female;No;Yes;Caucasian;0
21551;5380;420;5;51;18; Male;No;Yes;Asian;907
25124;4776;378;4;29;12; Male;No;Yes;Caucasian;657
20918;1233;128;3;47;18;Female;Yes;Yes;Asian;16
39116;2150;173;4;75;15; Male;No;No;Caucasian;0
23857;1501;150;3;56;16; Male;No;Yes;Caucasian;0
68462;4712;340;2;71;16; Male;No;Yes;Caucasian;136
10503;2923;232;3;25;18;Female;No;Yes;African American;191
180379;9310;665;3;67;8;Female;Yes;Yes;Asian;1050
75257;7010;494;3;34;18;Female;No;Yes;Caucasian;885
21374;2073;175;2;74;11;Female;No;Yes;Caucasian;0
36142;1852;183;3;33;13;Female;No;No;African American;0
23793;3821;281;4;56;12;Female;Yes;Yes;African American;868
34537;3271;250;3;57;17;Female;No;Yes;Asian;47
52179;7306;522;2;57;14; Male;No;No;Asian;1142
30.42;4442;316;1;30;14;Female;No;No;African American;450
60449;3098;272;4;69;8; Male;No;Yes;Caucasian;0
25936;1774;135;2;71;14;Female;No;No;Asian;0
36929;6257;445;1;24;14;Female;No;Yes;Asian;976
15079;5673;411;4;28;15;Female;No;Yes;Asian;1075
73914;7333;529;6;67;15;Female;No;Yes;Caucasian;1048
21011;3402;261;2;68;17; Male;No;Yes;African American;182
34509;2001;189;5;80;18;Female;No;Yes;African American;0
41192;3673;297;3;54;16;Female;No;Yes;Caucasian;121
63095;8117;589;4;30;14; Male;No;Yes;Caucasian;1407
55412;5354;383;2;37;16;Female;Yes;Yes;Caucasian;1003
69656;8244;579;3;41;14; Male;No;Yes;African American;1329
30733;2832;249;4;51;13; Male;No;No;Caucasian;0
69943;7555;547;3;76;9; Male;No;Yes;Asian;1058
23949;5343;383;2;40;18; Male;No;Yes;African American;829
37348;6378;458;1;72;17;Female;No;No;Caucasian;968
98515;8760;633;5;78;11;Female;No;No;African American;1230
63931;5728;435;3;28;14;Female;No;Yes;African American;581
37728;2525;192;1;44;13; Male;No;Yes;Caucasian;0
33214;5137;387;3;59;9; Male;No;No;African American;661
25383;4527;367;4;46;11; Male;No;Yes;Caucasian;570
160231;10748;754;2;69;17; Male;No;No;Caucasian;1192
53566;5891;434;4;82;10;Female;No;No;Caucasian;712
23.45;2450;180;2;78;13; Male;No;No;Caucasian;0
27999;5107;380;1;55;10; Male;No;Yes;Caucasian;651
34142;5666;413;4;47;5;Female;No;Yes;Caucasian;863
148.08;8157;599;2;83;13; Male;No;Yes;Caucasian;454
128669;9824;685;3;67;16; Male;No;Yes;Asian;1243
53217;4943;362;2;46;16;Female;No;Yes;Asian;382
36934;4270;299;1;63;9;Female;No;Yes;Caucasian;283
106025;6645;483;3;82;15;Female;Yes;Yes;Asian;903
33437;6207;451;4;44;9; Male;Yes;No;Caucasian;1549
163329;8732;636;3;50;14; Male;No;Yes;Caucasian;529
31335;3526;289;3;38;7;Female;No;No;Caucasian;172
12414;855;119;3;32;12; Male;No;Yes;African American;0
28474;3202;267;5;66;12; Male;No;Yes;Caucasian;132
36355;3613;278;4;35;9; Male;No;Yes;Asian;187
30622;3293;251;1;68;16; Male;Yes;No;Caucasian;532
35.61;6135;466;4;40;12; Male;No;No;Caucasian;992
46102;5180;382;3;81;12; Male;No;Yes;African American;516
30682;1671;160;2;77;7;Female;No;No;Caucasian;0
57872;4171;321;5;67;12;Female;No;Yes;Caucasian;138
10842;4391;358;5;37;10;Female;Yes;Yes;Caucasian;1216
36142;1852;183;3;33;13;Female;No;No;African American;0
115.52;9272;656;2;69;14; Male;No;No;African American;1140
15846;4768;365;4;53;12;Female;No;No;Caucasian;745
15045;1311;138;3;64;16; Male;No;No;Caucasian;0
106025;6645;483;3;82;15;Female;Yes;Yes;Asian;903
16479;5435;388;2;26;16; Male;No;No;African American;937
18145;3461;279;3;56;15; Male;No;Yes;African American;255
30012;1511;137;2;33;17; Male;No;Yes;Caucasian;0
67937;5184;383;4;63;12; Male;No;Yes;Asian;345
61069;7871;564;3;56;14; Male;No;Yes;Caucasian;1264
14312;5382;367;1;59;17; Male;Yes;No;Asian;1380
94193;7576;527;2;44;16;Female;No;Yes;Caucasian;846
32793;4534;333;2;44;16; Male;No;No;African American;467
19588;3211;265;4;59;14;Female;No;No;Asian;199
17392;2748;228;3;32;14; Male;No;Yes;Caucasian;68
27369;3449;288;3;40;9;Female;No;Yes;Caucasian;162
21374;2073;175;2;74;11;Female;No;Yes;Caucasian;0
44061;4970;352;1;79;11; Male;No;Yes;African American;414
15125;3300;266;5;66;13;Female;No;No;Caucasian;279
24.05;2607;221;4;32;18; Male;No;Yes;Caucasian;0
27.33;6179;459;4;36;12;Female;No;Yes;Caucasian;1099
21786;4632;355;1;50;17; Male;No;Yes;Caucasian;580
59879;6906;527;6;78;15;Female;No;No;Caucasian;1032
44473;3500;257;3;81;16;Female;No;No;African American;8
23793;3821;281;4;56;12;Female;Yes;Yes;African American;868
36934;4270;299;1;63;9;Female;No;Yes;Caucasian;283
20.15;2646;199;2;25;14;Female;No;Yes;Asian;0
83869;7667;554;2;83;11; Male;No;No;African American;930
53.48;4263;317;1;83;15; Male;No;No;Caucasian;99
19144;3291;269;2;75;13;Female;No;No;African American;148
104593;7075;514;4;71;11; Male;No;No;Asian;580
17765;5072;364;1;66;12;Female;No;Yes;Caucasian;732
34.48;6090;442;3;36;14; Male;No;No;Caucasian;962
76273;4779;367;4;65;14;Female;No;Yes;Caucasian;133
33657;6196;450;6;55;9;Female;No;No;Caucasian;1092
28474;3202;267;5;66;12; Male;No;Yes;Caucasian;132
23.45;2450;180;2;78;13; Male;No;No;Caucasian;0
36362;5183;376;3;49;15; Male;No;Yes;African American;654
12414;855;119;3;32;12; Male;No;Yes;African American;0
13444;886;121;5;44;10; Male;No;Yes;Asian;0
134181;7838;563;2;48;13;Female;No;No;Caucasian;526
53319;3000;235;3;53;13; Male;No;No;Asian;0
21374;2073;175;2;74;11;Female;No;Yes;Caucasian;0
158889;11589;805;1;62;17;Female;No;Yes;Caucasian;1448
36355;3613;278;4;35;9; Male;No;Yes;Asian;187
17055;5110;371;3;55;15;Female;No;Yes;Caucasian;805
71061;6819;491;3;41;19;Female;Yes;Yes;African American;1350
